payroll_id,employee_id,financial_year,month,basic_salary,hra,special_allowance,other_allowances,gross_salary,employee_pf,professional_tax,tds,net_salary,payroll_status,processed_at,batch_id,payable_days,lop_days,lop_amount,overtime_hours,overtime_amount,pf_employee,pf_employer,esi_employee,esi_employer,pt,lwf,bonus,incentives,earnings_json,deductions_json,processed_by,lwf_employer
PAY-55988A74,EMP004,2024-25,6,65000.00,0.00,0.00,2850.00,2850.00,1800.00,0.00,0.00,1028.62,PROCESSED,2026-06-30T16:11:56.058024,PB-202606-C6B2,26,0,0.00,0,0.00,1800.00,1800.00,21.38,92.62,0.00,0.00,0.00,0.00,"[{""name"": ""Basic Salary"", ""code"": ""BASIC"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""House Rent Allowance"", ""code"": ""HRA"", ""category"": ""Earning"", ""computation_type"": ""Percentage"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Dearness Allowance"", ""code"": ""DA"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Special Allowance"", ""code"": ""SPECIAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Conveyance Allowance"", ""code"": ""CONVEYANCE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1600.0}, {""name"": ""Medical Allowance"", ""code"": ""MEDICAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1250.0}, {""name"": ""Performance Bonus"", ""code"": ""BONUS"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Incentives"", ""code"": ""INCENTIVE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}]","[{""name"": ""Provident Fund"", ""code"": ""PF"", ""category"": ""Deduction"", ""computation_type"": ""Percentage"", ""taxable"": ""No"", ""amount"": 1800.0}, {""name"": ""ESI"", ""code"": ""ESI"", ""category"": ""Deduction"", ""computation_type"": ""Formula"", ""taxable"": ""No"", ""amount"": 21.38}, {""name"": ""Professional Tax"", ""code"": ""PT"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Labour Welfare Fund"", ""code"": ""LWF"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Loan Recovery"", ""code"": ""LOAN"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""TDS (Placeholder)"", ""code"": ""TDS"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}]",Rahul Verma,0.00
PAY-705BFC85,HR001,2024-25,6,45000.00,0.00,0.00,2850.00,2850.00,1800.00,0.00,0.00,1027.87,PROCESSED,2026-06-30T16:11:56.162296,PB-202606-C6B2,26,0,0.00,0,0.00,1800.00,1800.00,21.38,92.62,0.00,0.75,0.00,0.00,"[{""name"": ""Basic Salary"", ""code"": ""BASIC"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""House Rent Allowance"", ""code"": ""HRA"", ""category"": ""Earning"", ""computation_type"": ""Percentage"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Dearness Allowance"", ""code"": ""DA"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Special Allowance"", ""code"": ""SPECIAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Conveyance Allowance"", ""code"": ""CONVEYANCE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1600.0}, {""name"": ""Medical Allowance"", ""code"": ""MEDICAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1250.0}, {""name"": ""Performance Bonus"", ""code"": ""BONUS"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Incentives"", ""code"": ""INCENTIVE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}]","[{""name"": ""Provident Fund"", ""code"": ""PF"", ""category"": ""Deduction"", ""computation_type"": ""Percentage"", ""taxable"": ""No"", ""amount"": 1800.0}, {""name"": ""ESI"", ""code"": ""ESI"", ""category"": ""Deduction"", ""computation_type"": ""Formula"", ""taxable"": ""No"", ""amount"": 21.38}, {""name"": ""Professional Tax"", ""code"": ""PT"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Labour Welfare Fund"", ""code"": ""LWF"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.75}, {""name"": ""Loan Recovery"", ""code"": ""LOAN"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""TDS (Placeholder)"", ""code"": ""TDS"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}]",Rahul Verma,2.25
PAY-3E3708A7,EMP005,2024-25,6,70000.00,0.00,0.00,2850.00,2850.00,1800.00,0.00,0.00,1003.62,PROCESSED,2026-06-30T16:11:56.275062,PB-202606-C6B2,26,0,0.00,0,0.00,1800.00,1800.00,21.38,92.62,0.00,25.00,0.00,0.00,"[{""name"": ""Basic Salary"", ""code"": ""BASIC"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""House Rent Allowance"", ""code"": ""HRA"", ""category"": ""Earning"", ""computation_type"": ""Percentage"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Dearness Allowance"", ""code"": ""DA"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Special Allowance"", ""code"": ""SPECIAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Conveyance Allowance"", ""code"": ""CONVEYANCE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1600.0}, {""name"": ""Medical Allowance"", ""code"": ""MEDICAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1250.0}, {""name"": ""Performance Bonus"", ""code"": ""BONUS"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Incentives"", ""code"": ""INCENTIVE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}]","[{""name"": ""Provident Fund"", ""code"": ""PF"", ""category"": ""Deduction"", ""computation_type"": ""Percentage"", ""taxable"": ""No"", ""amount"": 1800.0}, {""name"": ""ESI"", ""code"": ""ESI"", ""category"": ""Deduction"", ""computation_type"": ""Formula"", ""taxable"": ""No"", ""amount"": 21.38}, {""name"": ""Professional Tax"", ""code"": ""PT"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Labour Welfare Fund"", ""code"": ""LWF"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 25.0}, {""name"": ""Loan Recovery"", ""code"": ""LOAN"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""TDS (Placeholder)"", ""code"": ""TDS"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}]",Rahul Verma,75.00
PAY-53FCCBB0,EMP006,2024-25,6,25000.00,0.00,0.00,2850.00,2850.00,1800.00,0.00,0.00,1003.62,PROCESSED,2026-06-30T16:11:56.393157,PB-202606-C6B2,26,0,0.00,0,0.00,1800.00,1800.00,21.38,92.62,0.00,25.00,0.00,0.00,"[{""name"": ""Basic Salary"", ""code"": ""BASIC"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""House Rent Allowance"", ""code"": ""HRA"", ""category"": ""Earning"", ""computation_type"": ""Percentage"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Dearness Allowance"", ""code"": ""DA"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Special Allowance"", ""code"": ""SPECIAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Conveyance Allowance"", ""code"": ""CONVEYANCE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1600.0}, {""name"": ""Medical Allowance"", ""code"": ""MEDICAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1250.0}, {""name"": ""Performance Bonus"", ""code"": ""BONUS"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Incentives"", ""code"": ""INCENTIVE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}]","[{""name"": ""Provident Fund"", ""code"": ""PF"", ""category"": ""Deduction"", ""computation_type"": ""Percentage"", ""taxable"": ""No"", ""amount"": 1800.0}, {""name"": ""ESI"", ""code"": ""ESI"", ""category"": ""Deduction"", ""computation_type"": ""Formula"", ""taxable"": ""No"", ""amount"": 21.38}, {""name"": ""Professional Tax"", ""code"": ""PT"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Labour Welfare Fund"", ""code"": ""LWF"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 25.0}, {""name"": ""Loan Recovery"", ""code"": ""LOAN"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""TDS (Placeholder)"", ""code"": ""TDS"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}]",Rahul Verma,75.00
PAY-249586AA,EMP001,2024-25,5,25000.00,0.00,0.00,2850.00,2850.00,1800.00,0.00,0.00,1028.62,PROCESSED,2026-07-01T11:22:10.468264,PB-202605-8B9B,26,0,0.00,0,0.00,1800.00,1800.00,21.38,92.62,0.00,0.00,0.00,0.00,"[{""name"": ""Basic Salary"", ""code"": ""BASIC"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""House Rent Allowance"", ""code"": ""HRA"", ""category"": ""Earning"", ""computation_type"": ""Percentage"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Dearness Allowance"", ""code"": ""DA"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Special Allowance"", ""code"": ""SPECIAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Conveyance Allowance"", ""code"": ""CONVEYANCE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1600.0}, {""name"": ""Medical Allowance"", ""code"": ""MEDICAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1250.0}, {""name"": ""Performance Bonus"", ""code"": ""BONUS"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Incentives"", ""code"": ""INCENTIVE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}]","[{""name"": ""Provident Fund"", ""code"": ""PF"", ""category"": ""Deduction"", ""computation_type"": ""Percentage"", ""taxable"": ""No"", ""amount"": 1800.0}, {""name"": ""ESI"", ""code"": ""ESI"", ""category"": ""Deduction"", ""computation_type"": ""Formula"", ""taxable"": ""No"", ""amount"": 21.38}, {""name"": ""Professional Tax"", ""code"": ""PT"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Labour Welfare Fund"", ""code"": ""LWF"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Loan Recovery"", ""code"": ""LOAN"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""TDS (Placeholder)"", ""code"": ""TDS"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}]",Rahul Verma,0.00
PAY-670F65C8,EMP002,2024-25,5,30000.00,0.00,0.00,2850.00,2850.00,1800.00,0.00,0.00,1028.62,PROCESSED,2026-07-01T11:22:10.592370,PB-202605-8B9B,26,0,0.00,0,0.00,1800.00,1800.00,21.38,92.62,0.00,0.00,0.00,0.00,"[{""name"": ""Basic Salary"", ""code"": ""BASIC"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""House Rent Allowance"", ""code"": ""HRA"", ""category"": ""Earning"", ""computation_type"": ""Percentage"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Dearness Allowance"", ""code"": ""DA"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Special Allowance"", ""code"": ""SPECIAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Conveyance Allowance"", ""code"": ""CONVEYANCE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1600.0}, {""name"": ""Medical Allowance"", ""code"": ""MEDICAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1250.0}, {""name"": ""Performance Bonus"", ""code"": ""BONUS"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Incentives"", ""code"": ""INCENTIVE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}]","[{""name"": ""Provident Fund"", ""code"": ""PF"", ""category"": ""Deduction"", ""computation_type"": ""Percentage"", ""taxable"": ""No"", ""amount"": 1800.0}, {""name"": ""ESI"", ""code"": ""ESI"", ""category"": ""Deduction"", ""computation_type"": ""Formula"", ""taxable"": ""No"", ""amount"": 21.38}, {""name"": ""Professional Tax"", ""code"": ""PT"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Labour Welfare Fund"", ""code"": ""LWF"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Loan Recovery"", ""code"": ""LOAN"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""TDS (Placeholder)"", ""code"": ""TDS"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}]",Rahul Verma,0.00
PAY-324C78B2,EMP003,2024-25,5,32500.00,0.00,0.00,2850.00,2850.00,1800.00,0.00,0.00,1028.62,PROCESSED,2026-07-01T11:22:10.709367,PB-202605-8B9B,26,0,0.00,0,0.00,1800.00,1800.00,21.38,92.62,0.00,0.00,0.00,0.00,"[{""name"": ""Basic Salary"", ""code"": ""BASIC"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""House Rent Allowance"", ""code"": ""HRA"", ""category"": ""Earning"", ""computation_type"": ""Percentage"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Dearness Allowance"", ""code"": ""DA"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Special Allowance"", ""code"": ""SPECIAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Conveyance Allowance"", ""code"": ""CONVEYANCE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1600.0}, {""name"": ""Medical Allowance"", ""code"": ""MEDICAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1250.0}, {""name"": ""Performance Bonus"", ""code"": ""BONUS"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Incentives"", ""code"": ""INCENTIVE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}]","[{""name"": ""Provident Fund"", ""code"": ""PF"", ""category"": ""Deduction"", ""computation_type"": ""Percentage"", ""taxable"": ""No"", ""amount"": 1800.0}, {""name"": ""ESI"", ""code"": ""ESI"", ""category"": ""Deduction"", ""computation_type"": ""Formula"", ""taxable"": ""No"", ""amount"": 21.38}, {""name"": ""Professional Tax"", ""code"": ""PT"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Labour Welfare Fund"", ""code"": ""LWF"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Loan Recovery"", ""code"": ""LOAN"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""TDS (Placeholder)"", ""code"": ""TDS"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}]",Rahul Verma,0.00
PAY-80DB1207,EMP004,2024-25,5,37500.00,0.00,0.00,2850.00,2850.00,1800.00,0.00,0.00,1028.62,PROCESSED,2026-07-01T11:22:10.827305,PB-202605-8B9B,26,0,0.00,0,0.00,1800.00,1800.00,21.38,92.62,0.00,0.00,0.00,0.00,"[{""name"": ""Basic Salary"", ""code"": ""BASIC"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""House Rent Allowance"", ""code"": ""HRA"", ""category"": ""Earning"", ""computation_type"": ""Percentage"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Dearness Allowance"", ""code"": ""DA"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Special Allowance"", ""code"": ""SPECIAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Conveyance Allowance"", ""code"": ""CONVEYANCE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1600.0}, {""name"": ""Medical Allowance"", ""code"": ""MEDICAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1250.0}, {""name"": ""Performance Bonus"", ""code"": ""BONUS"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Incentives"", ""code"": ""INCENTIVE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}]","[{""name"": ""Provident Fund"", ""code"": ""PF"", ""category"": ""Deduction"", ""computation_type"": ""Percentage"", ""taxable"": ""No"", ""amount"": 1800.0}, {""name"": ""ESI"", ""code"": ""ESI"", ""category"": ""Deduction"", ""computation_type"": ""Formula"", ""taxable"": ""No"", ""amount"": 21.38}, {""name"": ""Professional Tax"", ""code"": ""PT"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Labour Welfare Fund"", ""code"": ""LWF"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Loan Recovery"", ""code"": ""LOAN"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""TDS (Placeholder)"", ""code"": ""TDS"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}]",Rahul Verma,0.00
PAY-3264AB4C,HR001,2024-25,5,50000.00,0.00,0.00,2850.00,2850.00,1800.00,0.00,0.00,1028.62,PROCESSED,2026-07-01T11:22:10.946173,PB-202605-8B9B,26,0,0.00,0,0.00,1800.00,1800.00,21.38,92.62,0.00,0.00,0.00,0.00,"[{""name"": ""Basic Salary"", ""code"": ""BASIC"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""House Rent Allowance"", ""code"": ""HRA"", ""category"": ""Earning"", ""computation_type"": ""Percentage"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Dearness Allowance"", ""code"": ""DA"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Special Allowance"", ""code"": ""SPECIAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Conveyance Allowance"", ""code"": ""CONVEYANCE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1600.0}, {""name"": ""Medical Allowance"", ""code"": ""MEDICAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1250.0}, {""name"": ""Performance Bonus"", ""code"": ""BONUS"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Incentives"", ""code"": ""INCENTIVE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}]","[{""name"": ""Provident Fund"", ""code"": ""PF"", ""category"": ""Deduction"", ""computation_type"": ""Percentage"", ""taxable"": ""No"", ""amount"": 1800.0}, {""name"": ""ESI"", ""code"": ""ESI"", ""category"": ""Deduction"", ""computation_type"": ""Formula"", ""taxable"": ""No"", ""amount"": 21.38}, {""name"": ""Professional Tax"", ""code"": ""PT"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Labour Welfare Fund"", ""code"": ""LWF"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Loan Recovery"", ""code"": ""LOAN"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""TDS (Placeholder)"", ""code"": ""TDS"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}]",Rahul Verma,0.00
PAY-CCECD6DD,EMP005,2024-25,5,40000.00,0.00,0.00,2850.00,2850.00,1800.00,0.00,0.00,1028.62,PROCESSED,2026-07-01T11:22:11.057725,PB-202605-8B9B,26,0,0.00,0,0.00,1800.00,1800.00,21.38,92.62,0.00,0.00,0.00,0.00,"[{""name"": ""Basic Salary"", ""code"": ""BASIC"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""House Rent Allowance"", ""code"": ""HRA"", ""category"": ""Earning"", ""computation_type"": ""Percentage"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Dearness Allowance"", ""code"": ""DA"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Special Allowance"", ""code"": ""SPECIAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Conveyance Allowance"", ""code"": ""CONVEYANCE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1600.0}, {""name"": ""Medical Allowance"", ""code"": ""MEDICAL"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 1250.0}, {""name"": ""Performance Bonus"", ""code"": ""BONUS"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}, {""name"": ""Incentives"", ""code"": ""INCENTIVE"", ""category"": ""Earning"", ""computation_type"": ""Fixed"", ""taxable"": ""Yes"", ""amount"": 0.0}]","[{""name"": ""Provident Fund"", ""code"": ""PF"", ""category"": ""Deduction"", ""computation_type"": ""Percentage"", ""taxable"": ""No"", ""amount"": 1800.0}, {""name"": ""ESI"", ""code"": ""ESI"", ""category"": ""Deduction"", ""computation_type"": ""Formula"", ""taxable"": ""No"", ""amount"": 21.38}, {""name"": ""Professional Tax"", ""code"": ""PT"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Labour Welfare Fund"", ""code"": ""LWF"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""Loan Recovery"", ""code"": ""LOAN"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}, {""name"": ""TDS (Placeholder)"", ""code"": ""TDS"", ""category"": ""Deduction"", ""computation_type"": ""Fixed"", ""taxable"": ""No"", ""amount"": 0.0}]",Rahul Verma,0.00
